Spine Id,Dendrite Id,Dendritic Compartment, Spine Area, Spine Attachment Pt Diameter, Spine Attachment Pt Distance, Spine Branch Depth, Spine Branch Level, Spine Branchings, Spine Length, Spine Max Diameter, Spine Mean Diameter, Spine Min Diameter, Spine Neck Length, Spine Neck Max Diameter, Spine Neck Mean Diameter, Spine Neck Min Diameter, Spine Neck Volume, Spine Orientation Angle, Spine Position X, Spine Position Y, Spine Position Z, Spine Resistance, Spine Straightness, Spine Terminal Pt Diameter, Spine Terminal Pt Distance, Spine Terminal Pt Volume, Spine Time, Spine Time Index, Spine Volume
C6-700000248,C6,apical,1.8076699972,0.48061499,266.062011719,3,4,0,0.9521089792,0.7209230065,0.5607179999,0.48061499,0,0.7209230065,0.7209230065,0.7209230065,0.1994879991,-145.328994751,641.182006836,554.541992188,72.6843032837,3.4987299442,0.9958559871,0.48061499,267.014007568,0.0581286997,0,1,0.2576169968
C4-700000128,C4,apical,2.2829198837,1.4418699741,71.6974029541,1,2,0,1.4367400408,1.4418699741,0.8177019954,0.48061499,0,0.5306209922,0.5306209922,0.5306209922,0.2162639946,172.468002319,453.5,705.971008301,27.7661991119,6.3643598557,0.9908030033,0.48061499,73.6147994995,0.0581286997,0,1,0.2743929923
C4-700000129,C4,apical,3.8141999245,0.9612470269,70.9649963379,1,2,0,2.1607599258,0.9612470269,0.5358250141,0.150000006,0.8874769807,0.5303859711,0.3277499974,0.150000006,0.0822758973,-12.2957000732,454.601013184,706.288024902,27.0196990967,27.8705997467,0.8909620047,0.96122998,73.1258010864,0.4650300145,0,1,0.5473049879
C6-700000719,C6,apical,2.8868300915,1.7299699783,11.8994998932,0,1,0,1.883859992,1.7299699783,0.6937490106,0.2551560104,0.8432689905,0.5303919911,0.3739849925,0.2551560104,0.1782380044,84.2462997437,490.592987061,723.156005859,-4.8290400505,14.6134004593,0.9787390232,0.6796979904,14.3085002899,0.1644169986,0,1,0.3426550031
C4-700000122,C4,apical,1.9377900362,1.359400034,78.1719970703,1,2,0,1.0036699772,1.359400034,0.8174499869,0.5303869843,0,0.5303869843,0.5303869843,0.5303869843,0.0936120972,-148.412994385,452.052001953,699.815002441,28.5011997223,3.7138800621,0.9864829779,0.6797009707,79.5155029297,0.1644189954,0,1,0.2580310106
C4-700000123,C4,apical,1.6491500139,0.4806230068,76.8697967529,1,2,0,0.9035630226,0.7209249735,0.5707330108,0.48061499,0.297408998,0.7209249735,0.6608470082,0.6007689834,0.1655669957,-6.4906601906,452.638000488,701.065002441,28.3363990784,3.3375599384,0.9721969962,0.48061499,77.773399353,0.0581286997,0,1,0.2236959934
C4-700000120,C4,apical,1.7276799679,0.6796990037,80.0510025024,1,2,0,1.6384299994,0.6796990037,0.3744750023,0.150000006,1.0842700005,0.4477370083,0.2922019959,0.150000006,0.082525,144.298995972,451.419006348,698.765991211,30.4498996735,29.983499527,0.9180859923,0.48061499,81.7889022827,0.0581286997,0,1,0.1406539977
C4-700000121,C4,apical,3.888530016,1.359400034,78.1719970703,1,2,0,1.5663100481,1.359400034,0.9151520133,0.6796979904,0.7629510164,0.8908600211,0.8439350128,0.7500860095,0.5653960109,-50.470199585,452.230010986,699.718994141,28.2052993774,3.2478499413,0.9614359736,0.6796979904,80.0781021118,0.1644169986,0,1,0.7298129797
C4-700000126,C4,apical,1.536460042,0.9612470269,73.8635025024,1,2,0,1.4703999758,0.9612470269,0.4705429971,0.2326540053,0.6187099814,0.3979609907,0.2877570093,0.2326540053,0.0657363981,-12.2124996185,453.236999512,703.851989746,27.3833999634,18.532699585,0.9749630094,0.48061499,75.5742034912,0.0581286997,0,1,0.1238650009
C4-700000127,C4,apical,1.0850900412,1.16031003,72.6660003662,1,2,0,1.035599947,1.16031003,0.5348240137,0.2326540053,0.3130460083,0.2326540053,0.2326540053,0.2326540053,0.0231941007,144.772994995,452.894989014,705.385009766,27.4489002228,14.9406003952,0.967689991,0.48061499,74.0414962769,0.0581286997,0,1,0.0813227966
C4-700000124,C4,apical,1.9511599541,0.9612470269,74.8523025513,1,2,0,1.2085399628,0.9612470269,0.6308150291,0.4806129932,0.4644620121,0.6007800102,0.5407000184,0.4806210101,0.1781069934,13.7159004211,452.598999023,703.112976074,28.6494998932,5.6029200554,0.9946789742,0.4806129932,76.3011016846,0.0581279993,0,1,0.2362349927
C4-700000125,C4,apical,3.9146699905,0.6796990037,74.3472976685,1,2,0,2.4331600666,0.8204730153,0.482118994,0.150000006,1.4880800247,0.7500860095,0.4058589935,0.150000006,0.3808139861,152.018005371,451.911987305,704.083984375,27.936000824,38.1855010986,0.9661340117,0.6796979904,76.7805023193,0.1644169986,0,1,0.5452309847
C6-700000567,C6,apical,1.8873300552,1.16031003,126.59400177,2,2,0,2.2634599209,1.16031003,0.3638820052,0.125,1.4654599428,0.3917120099,0.1885029972,0.125,0.0886835977,-141.583999634,544.674987793,657.031005859,56.0127983093,93.2574996948,0.9362120032,0.48061499,129.197006226,0.0581286997,0,1,0.1468120068
T-700000525,T,apical,3.3980998993,1.9224900007,311.592010498,1,2,0,2.558729887,1.9224900007,0.6547830105,0.1800000072,1.9573899508,0.6505479813,0.4264549911,0.1800000072,0.3156000078,27.6700000763,491.417999268,516.796020508,0.3781900108,27.4277000427,0.791467011,0.4806230068,314.872009277,0.0581316017,0,1,0.3737320006
C1-700000499,C1,apical,1.6396299601,0.4806230068,193.925994873,4,3,0,1.0859199762,0.4806230068,0.480618,0.4806140065,0,0.4806160033,0.4806160033,0.4806160033,0.1243470013,-40.3483009338,622.796020508,909.956970215,-2.0604100227,5.9856300354,0.9487890005,0.4806140065,195.011993408,0.0581283011,0,1,0.1824750006
C2-700000018,C2,apical,2.8134100437,1.16031003,216.011993408,2,3,0,1.5962799788,1.16031003,0.7552350163,0.5303900242,0,0.5303900242,0.5303900242,0.5303900242,0.2173639983,-134.889007568,286.87399292,711.017028809,-14.7419996262,5.5743298531,0.9317929745,0.6796979904,217.848007202,0.1644169986,0,1,0.3817810118
C6-700000494,C6,apical,2.6205000877,0.6796979904,57.8008995056,3,4,0,1.7334500551,0.8702350259,0.5378670096,0.3303079903,1.0106699467,0.6505399942,0.4544770122,0.3303079903,0.2411500067,-139.255996704,527.138977051,703.692993164,6.7950601578,10.3374996185,0.9456059933,0.48061499,59.6338005066,0.0581286997,0,1,0.2992779911
C6-700000495,C6,apical,0.8856019974,0.6796979904,57.2989006042,3,4,0,1.3249700069,0.6796979904,0.3561240137,0.125,0,0.263673991,0.263673991,0.263673991,0.0481553003,52.2788009644,527.369018555,704.473022461,6.594329834,38.3651008606,0.8718640208,0.125,58.9012985229,0.00102265,0,1,0.0491779
C6-700000496,C6,apical,5.3992199898,0.48061499,56.7929000854,3,4,0,2.5805299282,0.7096970081,0.6319730282,0.48061499,0.9893280268,0.7096970081,0.6665179729,0.6200450063,0.6926069856,89.7538986206,526.783996582,704.690002441,6.6644902229,7.8241300583,0.7602120042,0.6796990037,59.2738990784,0.164417997,0,1,0.857024014
C6-700000497,C6,apical,2.3717899323,1.16031003,56.29529953,3,4,0,1.4957900047,1.16031003,0.594595015,0.3303079903,0.5557299852,0.4054619968,0.3804109991,0.3303079903,0.106050998,71.0134963989,526.656982422,705.210998535,6.3687200546,9.8035497665,0.9120510221,0.6796990037,58.0313987732,0.164417997,0,1,0.2704690099
C6-700000490,C6,apical,3.545730114,1.1603200436,60.9600982666,3,4,0,1.7993199825,1.1603200436,0.6534230113,0.2551560104,0.6131669879,0.5256230235,0.3453119993,0.2551560104,0.0091094105,41.1853981018,530.161987305,702.242004395,7.0174798966,13.5577001572,0.9193069935,0.9612309933,62.8590011597,0.465030998,0,1,0.4741399884
C6-700000491,C6,apical,3.1108798981,1.1603200436,58.7897987366,3,4,0,1.725129962,1.1603200436,0.6588749886,0.4806219935,0.6576529741,0.5303879976,0.4972110093,0.4806219935,0.2472659945,85.4353027344,528.552978516,703.830993652,5.9586501122,7.5324401856,0.9841409922,0.6796990037,60.7551994324,0.164417997,0,1,0.4116840065
C6-700000492,C6,apical,3.2954199314,1.1603200436,58.7897987366,3,4,0,1.0922900438,1.1603200436,1.0245499611,0.9612309933,0,0,0,0,0.2110829949,29.2199001312,528.619995117,703.513000488,6.3046298027,1.4941999912,0.9974870086,0.9612309933,59.9816017151,0.465030998,0,1,0.6761140227
C6-700000493,C6,apical,2.583329916,1.16031003,58.5471992493,3,4,0,1.4283299446,1.1809300184,0.7894489765,0.3800779879,0.4057070017,0.7453110218,0.5626940131,0.3800779879,0.3003660142,50.1255989075,528.491027832,703.716003418,7.0590400696,5.6845998764,0.9745200276,0.48061499,60.3152999878,0.0581286997,0,1,0.358494997
T-700000424,T,apical,2.4264099598,2.241699934,362.592987061,1,2,0,1.5954799652,2.241699934,0.7872419953,0.1800000072,0.7250000238,0.4951199889,0.277568996,0.1800000072,0.1298079938,24.0401000977,501.084991455,469.020996094,10.4916000366,29.4223003387,0.9910690188,0.6796979904,364.968994141,0.1644169986,0,1,0.2942250073
T-700000562,T,apical,0.9425979853,1.1699099541,295.437988281,1,2,0,1.5400799513,1.1699099541,0.4424769878,0.200000003,0.5530290008,0.200000003,0.200000003,0.200000003,0.0418938994,-6.2297201157,488.372009277,531.42401123,-2.5153300762,40.6976013184,0.9302589893,0.200000003,297.463012695,0.00418879,0,1,0.0460827015
C6-700000498,C6,apical,6.2382397652,1.16031003,56.29529953,3,4,0,2.3558800221,1.16031003,0.8966799974,0.720927,1.2482600212,0.8702340126,0.7872859836,0.720927,0.7281559706,169.06199646,526.330993652,704.630004883,5.4495201111,4.4283699989,0.9278820157,0.9612309933,58.7508010864,0.465030998,0,1,1.1931899786
C6-700000499,C6,apical,1.5638899803,0.9612309933,55.3571014404,3,4,0,1.5356099606,0.9612309933,0.4376040101,0.1800000072,0.8692020178,0.4054619968,0.273943007,0.1800000072,0.0654575974,-121.054000854,525.267028809,704.549987793,6.2371501923,25.4906997681,0.9821609855,0.48061499,57.1329994202,0.0581286997,0,1,0.123585999
T-700000526,T,apical,8.0269203186,1.7404799461,311.12298584,1,2,0,3.2374699116,1.7404799461,0.9039790034,0.5303859711,1.9270900488,0.9612309933,0.7443010211,0.5303859711,1.0042500496,-177.92199707,489.447998047,516.669006348,2.1834800243,7.4044399262,0.9524279833,0.9612309933,314.75,0.465030998,0,1,1.4692800045
C4-700000289,C4,apical,2.1619000435,1.6409499645,30.4016990662,0,1,0,2.631829977,1.6409499645,0.4418919981,0.150000006,1.8170499802,0.3979609907,0.201658994,0.150000006,0.1064520031,-38.995098114,462.803985596,738.051025391,6.9400000572,88.2443008423,0.9146469831,0.48061499,33.6137008667,0.0581286997,0,1,0.1645800024
C4-700000288,C4,apical,1.6632699966,1.8108700514,30.9906997681,0,1,0,1.6554199457,1.8108700514,0.762962997,0.213902995,0,0.213902995,0.213902995,0.213902995,0.0738681033,105.414001465,461.802001953,738.932983398,8.2642698288,18.9053001404,0.9807040095,0.4806109965,33.3111991882,0.058127299,0,1,0.1319950074
C2-700000019,C2,apical,2.3472499847,0.9612309933,213.856002808,2,3,0,1.8959300518,0.9612309933,0.5406489968,0.3303120136,0.6012970209,0.4054659903,0.3678889871,0.3303120136,0.1655499935,134.973999023,288.648010254,712.271972656,-14.5295000076,14.5060997009,0.9811339974,0.48061499,215.992004395,0.0581286997,0,1,0.2236790061
C6-700000663,C6,apical,3.6540100575,0.6796990037,51.251499176,2,2,0,4.4452800751,0.679700017,0.29598701,0.1199999973,3.5277600288,0.3500800133,0.2000589967,0.1199999973,0.1406659931,-118.106002808,515.192993164,701.741027832,11.1199998856,212.276000977,0.6649640203,0.679700017,55.6968002319,0.164417997,0,1,0.3050839901
C5-700000407,C5,apical,4.3388500214,0.96122998,54.6792984009,2,2,0,1.8808699846,0.96122998,0.7735419869,0.6796979904,1.1578799486,0.820464015,0.7500810027,0.6796979904,0.5838519931,47.6170005798,486.985992432,734.083984375,32.9327011108,4.4475998879,0.9105579853,0.6796979904,56.7009010315,0.1644169986,0,1,0.7482690215
T-700000527,T,apical,4.0614600182,1.7404799461,311.12298584,1,2,0,2.0749900341,1.7404799461,0.7924140096,0.2551540136,0.6464319825,0.4552319944,0.361898005,0.2551540136,0.1257950068,3.8530800343,491.143005371,516.79699707,1.903249979,12.032500267,0.942201972,0.9612309933,313.588012695,0.465030998,0,1,0.5908259749
T-700000258,T,apical,4.1469101906,2.4031200409,233.113006592,0,1,0,1.7813600302,2.4031200409,0.9037230015,0.5303859711,0.5356600285,0.7003110051,0.5870280266,0.5303859711,0.1999540031,-168.462997437,481.67300415,589.818969727,-6.6022100449,6.291009903,0.9454690218,0.9612309933,235.615005493,0.465030998,0,1,0.6649850011
C1-700000684,C1,apical,4.0369200707,0.4806230068,40.7495002747,3,2,0,1.5005199909,0.9612309933,0.7189149857,0.4806230068,0.2799459994,0.8204650283,0.7603889704,0.7003129721,0.2860229909,-59.9939002991,514.486999512,812.242004395,-19.7595996857,3.2667000294,0.9356719851,0.9612309933,42.0097007751,0.465030998,0,1,0.7510539889
T-700000259,T,apical,3.1340899468,2.4031200409,233.113006592,0,1,0,1.9068299532,2.4031200409,1.0057400465,0.4298489988,0.545503974,0.5050029755,0.467426002,0.4298489988,0.2271569967,-5.3073801994,482.949005127,590.04699707,-6.4496297836,8.0457000732,0.936875999,0.6796979904,235.882003784,0.1644169986,0,1,0.3915739954
C1-700000471,C1,apical,5.9824500084,0.4806160033,214.664993286,4,3,0,3.2225599289,0.6796990037,0.5718619823,0.4806160033,1.6160999537,0.6299279928,0.5677139759,0.5303859711,0.682798028,119.45300293,638.020996094,920.971984863,2.9698400497,12.763999939,0.94284302,0.6796990037,217.787994385,0.164417997,0,1,0.8472149968
C4-700000281,C4,apical,2.2389099598,1.079949975,34.8940010071,1,1,0,1.9839600325,1.079949975,0.4611569941,0.150000006,0.8310379982,0.2326540053,0.1913270056,0.150000006,0.0503285006,-15.9257001877,461.361999512,737.536987305,11.2732000351,45.2551994324,0.926082015,0.6796979904,37.0780982971,0.1644169986,0,1,0.214745
C4-700000280,C4,apical,0.8194900155,0.9612320066,35.5895004272,1,1,0,0.800369978,0.9612320066,0.4655019939,0.150000006,0.3545730114,0.5181199908,0.3753879964,0.232656002,0.070287697,-172.699996948,460.25201416,737.466003418,12.3183002472,14.9138002396,0.9648730159,0.150000006,36.795501709,0.00176715,0,1,0.0720548034
C6-700000183,C6,apical,0.8499879837,0.9612470269,77.7454986572,2,2,0,1.0393300057,0.9612470269,0.4630219936,0.125,0.568475008,0.5118790269,0.2835949957,0.125,0.0659430996,34.4894981384,528.377990723,673.437988281,-9.6917800903,40.4972991943,0.9116209745,0.125,79.2030029297,0.00102265,0,1,0.0669656992
C6-700000717,C6,apical,4.6841402054,1.6700899601,13.7941999435,0,1,0,3.0276300907,1.6700899601,0.568696022,0.1800000072,1.7094800472,0.48061499,0.3083460033,0.1800000072,0.1245789975,-131.636001587,490.815002441,720.335021973,-5.5173501968,43.0158004761,0.9760479927,0.9612309933,17.1763000488,0.465030998,0,1,0.5896099806
T-700000396,T,apical,4.3565101624,1.759649992,283.942993164,0,1,0,1.6838799715,1.759649992,0.954662025,0.6299290061,0.5120210052,0.7797620296,0.6867460012,0.6299290061,0.3056940138,61.0491981506,488.182006836,542.419006348,-6.0444898605,3.8211100102,0.9751489758,0.9612460136,286.026000977,0.4650529921,0,1,0.7707470059
T-700000252,T,apical,2.3290700913,2.5176999569,231.179000854,0,1,0,0.8345159888,2.5176999569,1.7592699528,0.9612460136,0,0,0,0,0,-143.38999939,482.015014648,591.840026855,-6.7363600731,0.8424739838,0.9607750177,0.9612460136,232.792007446,0.4650529921,0,1,0.4434399903
T-700000253,T,apical,7.5293102264,2.4031200409,232.113998413,0,1,0,2.1670100689,2.4031200409,1.2144399881,0.7797620296,0.763586998,1.110550046,1.0338200331,0.9502130151,1.0693199635,165.871994019,481.720001221,591.197021484,-8.0398101807,3.1398000717,0.9575170279,1.1603200436,234.902999878,0.8179600239,0,1,1.8872799873
C6-700000398,C6,apical,0.7235249877,1.16031003,127.917999268,3,4,0,0.9536340237,1.16031003,0.5193279982,0.125,0.6069779992,0.5415470004,0.2934840024,0.125,0.0490765013,-129.117996216,569.226989746,652.208984375,23.785900116,40.3000984192,0.9606509805,0.125,129.38999939,0.00102265,0,1,0.0500992015
C6-700000393,C6,apical,2.544369936,1.1603200436,130.585998535,3,4,0,2.2590699196,1.1603200436,0.4588940144,0.125,1.6238800287,0.4806190133,0.3409099877,0.125,0.1852149963,-149.882003784,570.101013184,650.057006836,23.7576999664,42.8280982971,0.9219700098,0.48061499,133.184997559,0.0581286997,0,1,0.243343994
C4-700000302,C4,apical,0.8655599952,1.9722299576,25.7332000732,0,1,0,0.7880669832,1.9722299576,0.6949390173,0.2326540053,0,0.2326540053,0.2326540053,0.2326540053,0.0086379498,100.288002014,463.601013184,740.463989258,3.4832398891,14.8016996384,0.9674329758,0.48061499,27.2670001984,0.0581286997,0,1,0.0667665973
C6-700000673,C6,apical,2.8738400936,0.9612470269,45.0545005798,2,2,0,2.9124600887,0.9612470269,0.3895010054,0.125,2.3451099396,0.5410240293,0.2871559858,0.125,0.1805859953,76.8076019287,512.979980469,708.317993164,8.4834699631,81.567199707,0.9576690197,0.4806230068,48.2072982788,0.0581316017,0,1,0.2387170047
C6-700000392,C6,apical,3.8661000729,1.1603200436,131.044998169,3,4,0,2.7252099514,1.1603200436,0.5572680235,0.2139039934,1.9002200365,0.6611790061,0.4121710062,0.2139039934,0.2693310082,-7.1584601402,572.258972168,650.153015137,23.1536998749,28.2068004608,0.927053988,0.6796979904,134.009994507,0.1644169986,0,1,0.4337480068
T-700000481,T,apical,4.4763798714,1.5414099693,334.559997559,1,2,0,3.0290000439,1.5414099693,0.5666009784,0.150000006,1.9472199678,0.8105829954,0.3452660143,0.150000006,0.41603899,-141.854995728,493.695007324,493.687988281,4.1405801773,59.3498001099,0.8029770255,0.6796960235,338.019989014,0.1644160002,0,1,0.5804550052
C1-700000501,C1,apical,1.2958799601,0.9612309933,189.145004272,4,3,0,0.9168279767,0.9612309933,0.5436769724,0.3854610026,0.2693589926,0.48061499,0.4330379963,0.3854610026,0.0744569004,-44.658000946,619.539001465,906.611022949,-1.563560009,6.6794700623,0.9664880037,0.48061499,190.302001953,0.0581286997,0,1,0.1325860024
T-700000585,T,apical,3.8934900761,1.6409499645,295.368988037,1,1,0,1.4547899962,1.6409499645,1.0326199532,0.7500810027,0,0.7500810027,0.7500810027,0.7500810027,0.2469020039,145.220993042,485.026000977,531.486999512,-4.6221599579,2.7144699097,0.9828420281,0.9612309933,297.162994385,0.465030998,0,1,0.7119330168
C6-700000391,C6,apical,0.8840309978,0.9612470269,131.279998779,3,4,0,0.6343669891,0.9612470269,0.647126019,0.125,0,0.5616359711,0.5616359711,0.5616359711,0.0955760032,65.4610977173,571.489013672,650.146972656,23.6417007446,6.741809845,0.956099987,0.125,132.332992554,0.00102265,0,1,0.0965986997
T-700000312,T,apical,1.2930500507,2.8396100998,249.305999756,0,1,0,0.6401789784,2.8396100998,1.0016299486,0.48061499,0,0,0,0,0.0142000001,-177.227005005,482.800994873,574.291015625,-6.304669857,5.826690197,0.9798679948,0.6796979904,251.026000977,0.1644169986,0,1,0.1786170006
C7-700000020,C7,apical,3.3110699654,0.9612470269,202.240997314,1,2,0,2.826499939,0.9612470269,0.4071640074,0.150000006,1.9388799667,0.5181229711,0.2515360117,0.150000006,0.1884499937,142.682006836,324.597991943,603.228027344,27.3787002563,70.6735992432,0.8967220187,0.6796979904,205.207992554,0.1644169986,0,1,0.3528670073
C7-700000021,C7,apical,1.3498300314,0.96122998,201.037994385,1,2,0,1.2919000387,0.96122998,0.4850539863,0.2326540053,0.3227320015,0.2326540053,0.2326540053,0.2326540053,0.0481541008,148.791000366,325.890014648,603.718994141,27.1837005615,17.727399826,0.9526600242,0.48061499,202.570007324,0.0581286997,0,1,0.1062830016
C7-700000022,C7,apical,2.7898099423,0.96122998,198.37600708,1,2,0,2.1452200413,0.96122998,0.4681299925,0.150000006,1.1104899645,0.5181189775,0.256686002,0.150000006,0.1503559947,169.442993164,326.843994141,605.681030273,26.4053993225,45.1478996277,0.938865006,0.6796979904,200.662002563,0.1644169986,0,1,0.3147729933
C7-700000023,C7,apical,1.9674899578,0.6796979904,193.490005493,1,2,0,1.3405900002,0.6796979904,0.4782469869,0.2326540053,0.2665599883,0.2824249864,0.2575399876,0.2326540053,0.0497571006,-2.048019886,330.533996582,609.484985352,25.557100296,12.609000206,0.9606130123,0.6796979904,194.830993652,0.1644169986,0,1,0.2141740024
C7-700000024,C7,apical,1.1925100088,0.6796979904,191.348007202,1,2,0,0.6197440028,0.7707039714,0.6436750293,0.4806230068,0,0.7707039714,0.7707039714,0.7707039714,0.097626999,-14.1740999222,330.354003906,611.533996582,25.0058002472,2.078150034,0.9994199872,0.4806230068,192.067001343,0.0581316017,0,1,0.1557590067
C7-700000025,C7,apical,2.9649100304,0.150000006,227.427001953,1,1,0,2.2560100555,0.4975050092,0.3617039919,0.150000006,1.1711200476,0.4975050092,0.3926320076,0.3153119981,0.2448900044,-32.0770988464,304.782012939,592.375976562,38.2057991028,22.6119003296,0.8508650064,0.4806230068,229.518005371,0.0581316017,0,1,0.3030210137
C7-700000026,C7,apical,2.0731101036,0.4806230068,224.738998413,1,1,0,1.6474000216,0.4806230068,0.4255160093,0.3153100014,0,0.3153100014,0.3153100014,0.3153100014,0.1387600005,-40.6465988159,306.321014404,594.12701416,37.1393013,13.8411998749,0.987349987,0.48061499,226.386001587,0.0581286997,0,1,0.1968879998
C7-700000027,C7,apical,3.5331499577,0.4806230068,223.343994141,1,1,0,2.0765800476,0.5801590085,0.5137990117,0.48061499,0,0.5801590085,0.5801590085,0.5801590085,0.4075880051,-61.7843017578,306.821014404,594.994995117,35.801700592,9.4822702408,0.958509028,0.48061499,225.421005249,0.0581286997,0,1,0.4657169878
C7-700000028,C7,apical,3.7231600285,0.96122998,221.649002075,1,1,0,3.0882298946,0.96122998,0.4706870019,0.150000006,1.6637200117,0.4477320015,0.2957980037,0.150000006,0.2112710029,-45.7640991211,308.459014893,595.554992676,34.7615013123,45.4169006348,0.9032539725,0.6796979904,224.878005981,0.1644169986,0,1,0.3756879866
C7-700000029,C7,apical,4.2529201508,0.8392329812,214.841003418,1,1,0,2.2978301048,0.8699409962,0.6601719856,0.48061499,0.8754190207,0.8699409962,0.6603369713,0.4806169868,0.5740789771,-75.229598999,312.600006104,599.341003418,32.6371994019,9.3129796982,0.8242599964,0.48061499,217.317993164,0.0581286997,0,1,0.6322069764
C6-700000396,C6,apical,2.2299499512,1.16031003,130.350997925,3,4,0,1.8264299631,1.16031003,0.5559359789,0.2139039934,0.9427490234,0.6611769795,0.3795849979,0.2139039934,0.1529570073,20.4372997284,571.317993164,650.905029297,23.0841007233,22.528799057,0.9432790279,0.48061499,132.518005371,0.0581286997,0,1,0.211086005
C5-700000181,C5,apical,4.100689888,0.4806169868,140.914993286,4,2,0,2.5950100422,0.679700017,0.504298985,0.3525789976,0,0.3525789976,0.3525789976,0.3525789976,0.3374339938,115.416999817,554.41998291,752.072021484,61.2170982361,15.0489997864,0.971898973,0.679700017,143.410003662,0.164417997,0,1,0.5018519759
C5-700000180,C5,apical,2.7051000595,0.3000000119,142.371994019,4,2,0,1.2259600163,0.8250830173,0.5889459848,0.3000000119,0.3470889926,0.8250830173,0.7875829935,0.7500839829,0.4018040001,51.6161003113,556.025024414,751.773986816,61.3821983337,4.2172999382,0.9344879985,0.4806169868,143.507995605,0.0581294,0,1,0.4599339962
C5-700000183,C5,apical,3.9153900147,0.4806169868,138.429992676,4,2,0,1.659340024,0.8410800099,0.6608480215,0.4806169868,0.5328900218,0.8410800099,0.8410800099,0.8410800099,0.6633800268,28.3847007751,552.393005371,751.382019043,60.5690994263,4.5071201325,0.9979180098,0.4806169868,140.089004517,0.0581294,0,1,0.7215089798
C5-700000182,C5,apical,0.8338310122,0.4806169868,140.195999146,4,2,0,0.866147995,0.4806169868,0.3324419856,0.125,0,0.3917100132,0.3917100132,0.3917100132,0.0668291971,30.4218006134,553.987976074,751.770996094,60.6991996765,16.0107002258,0.9954940081,0.125,141.240005493,0.00102265,0,1,0.0678517967
C5-700000185,C5,apical,2.9281299114,0.679700017,137.947006226,4,2,0,2.2439200878,0.679700017,0.5084679723,0.3650810122,0,0.3650810122,0.3650810122,0.3650810122,0.2343019992,-91.0130004883,551.918029785,750.854003906,59.9016990662,15.136300087,0.9686970115,0.4806239903,140.291000366,0.0581320003,0,1,0.2924340069
C5-700000184,C5,apical,1.752820015,0.679700017,138.190994263,4,2,0,1.3665699959,0.679700017,0.4445340037,0.2326540053,0.6703479886,0.5472750068,0.3541179895,0.2326540053,0.1066059992,48.9375,552.398010254,751.539001465,59.6996002197,13.9646997452,0.9936419725,0.4806169868,139.656997681,0.0581294,0,1,0.1647350043
C5-700000187,C5,apical,2.2353498936,0.679700017,135.266998291,4,2,0,1.5096299648,0.679700017,0.5844140053,0.3028100133,0.2492540032,0.4414809942,0.3721460104,0.3028100133,0.114955999,-105.032997131,549.880981445,750.440979004,58.487701416,8.196269989,0.8429409862,0.679700017,136.776992798,0.164417997,0,1,0.2793749869
C5-700000186,C5,apical,5.578810215,0.679700017,137.154998779,4,2,0,3.4749000073,0.7707039714,0.505351007,0.2326540053,2.6132500172,0.6299309731,0.4495280087,0.2326540053,0.5419589877,-65.9001998901,551.905029297,749.562011719,59.9678993225,24.8733005524,0.97903198,0.679700017,140.630004883,0.164417997,0,1,0.7063779831
C5-700000189,C5,apical,2.6773200035,0.9612339735,134.436004639,4,2,0,1.8344500065,0.9612339735,0.6307700276,0.4504620135,0,0.4504620135,0.4504620135,0.4504620135,0.2384350002,-63.077999115,549.432006836,750.281982422,57.4775009155,9.7249498367,0.9780930281,0.4806129932,136.511001587,0.0581279993,0,1,0.2965629995
C5-700000188,C5,apical,2.9806799889,0.9612470269,134.994995117,4,2,0,2.0859699249,0.9612470269,0.6257770061,0.4354659915,0,0.4354659915,0.4354659915,0.4354659915,0.2666760087,-49.2032012939,549.880004883,750.281982422,57.8485984802,11.0468997955,0.9990829825,0.4806169868,137.320999146,0.0581294,0,1,0.3248060048
C6-700000394,C6,apical,2.5053300858,1.1603200436,130.585998535,3,4,0,2.2382500172,1.1603200436,0.4744440019,0.125,1.4915800095,0.4806210101,0.3409099877,0.125,0.1791480035,-149.542007446,570.132995605,650.078979492,23.7956008911,39.4387016296,0.9593420029,0.4806230068,133.164993286,0.0581316017,0,1,0.2372799963
C5-700000347,C5,apical,2.4526898861,0.96122998,92.6636962891,2,2,0,1.8529700041,0.96122998,0.5346459746,0.3153080046,1.0073599815,0.518114984,0.4104610085,0.3153080046,0.1867450029,10.9078998566,460.851013184,720.138000488,53.7686004639,14.0628995895,0.8825550079,0.48061499,94.7570037842,0.0581286997,0,1,0.2448740005
C5-700000346,C5,apical,3.0133299828,0.96122998,93.533996582,2,2,0,3.086920023,0.96122998,0.3540009856,0.150000006,2.0171999931,0.4477320015,0.2014490068,0.150000006,0.1241450012,103.527999878,459.558013916,721.633972168,53.9752006531,99.3657989502,0.9580410123,0.6796979904,96.7617034912,0.1644169986,0,1,0.2885619998
C5-700000345,C5,apical,4.3627099991,0.96122998,93.533996582,2,2,0,3.7068500519,0.96122998,0.4008809924,0.150000006,2.7426800728,0.6299300194,0.3139350116,0.150000006,0.3331950009,101.916000366,459.532989502,721.784973145,53.8945999146,91.4171981812,0.8380650282,0.6796979904,97.3815994263,0.1644169986,0,1,0.4976119995
